,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
15095,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-19,10,0,2,8,Europe
15096,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-19,0,0,0,0,Europe
15097,Montserrat,United Kingdom,16.742498,-62.187366,2020-03-19,1,0,0,1,Europe
15118,Northwest Territories,Canada,64.8255,-124.8457,2020-03-19,0,0,0,0,Americas
15119,Yukon,Canada,64.2823,-135.0,2020-03-19,0,0,0,0,Americas
15122,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-19,0,0,0,0,Europe
15123,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-19,0,0,0,0,Europe
15124,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-19,0,0,0,0,Europe
15129,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-19,0,0,0,0,Europe
15130,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-19,0,0,0,0,Europe
15146,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-20,6,0,0,6,Western Pacific
15147,New South Wales,Australia,-33.8688,151.2093,2020-03-20,353,6,4,343,Western Pacific
15148,Northern Territory,Australia,-12.4634,130.8456,2020-03-20,3,0,0,3,Western Pacific
15149,Queensland,Australia,-27.4698,153.0251,2020-03-20,184,0,8,176,Western Pacific
15150,South Australia,Australia,-34.9285,138.6007,2020-03-20,50,0,3,47,Western Pacific
15151,Tasmania,Australia,-42.8821,147.3272,2020-03-20,10,0,3,7,Western Pacific
15152,Victoria,Australia,-37.8136,144.9631,2020-03-20,121,0,8,113,Western Pacific
15153,Western Australia,Australia,-31.9505,115.8605,2020-03-20,64,1,0,63,Western Pacific
15173,Alberta,Canada,53.9333,-116.5765,2020-03-20,146,1,0,145,Americas
15174,British Columbia,Canada,53.7267,-127.6476,2020-03-20,271,8,0,263,Americas
15175,Manitoba,Canada,53.7609,-98.8139,2020-03-20,17,0,0,17,Americas
15176,New Brunswick,Canada,46.5653,-66.4619,2020-03-20,11,0,0,11,Americas
15177,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-20,4,0,0,4,Americas
15178,Nova Scotia,Canada,44.682,-63.7443,2020-03-20,15,0,0,15,Americas
15179,Ontario,Canada,51.2538,-85.3232,2020-03-20,308,2,0,306,Americas
15180,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-20,2,0,0,2,Americas
15181,Quebec,Canada,52.9399,-73.5491,2020-03-20,139,1,0,138,Americas
15182,Saskatchewan,Canada,52.9399,-106.4509,2020-03-20,20,0,0,20,Americas
15186,Anhui,China,31.8257,117.2264,2020-03-20,990,6,984,0,Western Pacific
15187,Beijing,China,40.1824,116.4142,2020-03-20,491,8,390,93,Western Pacific
15188,Chongqing,China,30.0572,107.874,2020-03-20,576,6,570,0,Western Pacific
15189,Fujian,China,26.0789,117.9874,2020-03-20,299,1,295,3,Western Pacific
15190,Gansu,China,35.7518,104.2861,2020-03-20,134,2,98,34,Western Pacific
15191,Guangdong,China,23.3417,113.4244,2020-03-20,1395,8,1323,64,Western Pacific
15192,Guangxi,China,23.8298,108.7881,2020-03-20,254,2,250,2,Western Pacific
15193,Guizhou,China,26.8154,106.8748,2020-03-20,146,2,144,0,Western Pacific
15194,Hainan,China,19.1959,109.7453,2020-03-20,168,6,161,1,Western Pacific
15195,Hebei,China,39.549,116.1306,2020-03-20,318,6,0,312,Western Pacific
15196,Heilongjiang,China,47.862,127.7615,2020-03-20,484,13,463,8,Western Pacific
15197,Henan,China,37.8957,114.9042,2020-03-20,1273,22,0,1251,Western Pacific
15198,Hong Kong,China,22.3,114.2,2020-03-20,256,4,98,154,Western Pacific
15199,Hubei,China,30.9756,112.2707,2020-03-20,67800,3133,58382,6285,Western Pacific
15200,Hunan,China,27.6104,111.7088,2020-03-20,1018,4,1014,0,Western Pacific
15201,Inner Mongolia,China,44.0935,113.9448,2020-03-20,75,1,74,0,Western Pacific
15202,Jiangsu,China,32.9711,119.455,2020-03-20,631,0,631,0,Western Pacific
15203,Jiangxi,China,27.614,115.7221,2020-03-20,935,1,934,0,Western Pacific
15204,Jilin,China,43.6661,126.1923,2020-03-20,93,1,92,0,Western Pacific
15205,Liaoning,China,41.2956,122.6085,2020-03-20,126,2,122,2,Western Pacific
15206,Macau,China,22.1667,113.55,2020-03-20,17,0,10,7,Western Pacific
15207,Ningxia,China,37.2692,106.1655,2020-03-20,75,0,75,0,Western Pacific
15208,Qinghai,China,35.7452,95.9956,2020-03-20,18,0,18,0,Western Pacific
15209,Shaanxi,China,35.1917,108.8701,2020-03-20,247,3,237,7,Western Pacific
15210,Shandong,China,36.3427,118.1498,2020-03-20,762,7,748,7,Western Pacific
15211,Shanghai,China,31.202,121.4491,2020-03-20,371,3,326,42,Western Pacific
15212,Shanxi,China,37.5777,112.2922,2020-03-20,133,0,133,0,Western Pacific
15213,Sichuan,China,30.6171,102.7103,2020-03-20,541,3,536,2,Western Pacific
15214,Tianjin,China,39.3054,117.323,2020-03-20,137,3,133,1,Western Pacific
15215,Tibet,China,31.6927,88.0924,2020-03-20,1,0,1,0,Western Pacific
15216,Xinjiang,China,41.1129,85.2401,2020-03-20,76,3,73,0,Western Pacific
15217,Yunnan,China,24.974,101.487,2020-03-20,176,2,172,2,Western Pacific
15218,Zhejiang,China,29.1832,120.0934,2020-03-20,1234,1,1219,14,Western Pacific
15228,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-20,80,0,0,80,Europe
15229,Greenland,Greenland,71.7069,-42.6043,2020-03-20,2,0,0,2,Europe
15243,French Guiana,France,3.9339,-53.1258,2020-03-20,15,0,0,15,Europe
15244,French Polynesia,France,-17.6797,149.4068,2020-03-20,11,0,0,11,Europe
15245,Guadeloupe,France,16.265,-61.551,2020-03-20,45,0,0,45,Europe
15246,Mayotte,France,-12.8275,45.166244,2020-03-20,6,0,0,6,Europe
15247,New Caledonia,France,-20.904305,165.618042,2020-03-20,2,0,0,2,Europe
15248,Reunion,France,-21.1151,55.5364,2020-03-20,28,0,0,28,Europe
15249,Saint Barthelemy,France,17.9,-62.8333,2020-03-20,3,0,0,3,Europe
15250,St Martin,France,18.0708,-63.0501,2020-03-20,4,0,0,4,Europe
15251,Martinique,France,14.6415,-61.0242,2020-03-20,32,1,0,31,Europe
15302,Aruba,Netherlands,12.5211,-69.9683,2020-03-20,5,0,0,5,Europe
15303,Curacao,Netherlands,12.1696,-68.99,2020-03-20,3,1,0,2,Europe
15304,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-20,1,0,0,1,Europe
15353,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-20,2,0,0,2,Europe
15354,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-20,3,1,0,2,Europe
15355,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-20,14,0,0,14,Europe
15356,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-20,10,0,2,8,Europe
15357,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-20,1,0,0,1,Europe
15358,Montserrat,United Kingdom,16.742498,-62.187366,2020-03-20,1,0,0,1,Europe
15379,Northwest Territories,Canada,64.8255,-124.8457,2020-03-20,0,0,0,0,Americas
15380,Yukon,Canada,64.2823,-135.0,2020-03-20,0,0,0,0,Americas
15383,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-20,0,0,0,0,Europe
15384,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-20,0,0,0,0,Europe
15385,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-20,0,0,0,0,Europe
15390,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-20,0,0,0,0,Europe
15391,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-20,0,0,0,0,Europe
15407,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-21,9,0,0,9,Western Pacific
15408,New South Wales,Australia,-33.8688,151.2093,2020-03-21,436,6,4,426,Western Pacific
15409,Northern Territory,Australia,-12.4634,130.8456,2020-03-21,3,0,0,3,Western Pacific
15410,Queensland,Australia,-27.4698,153.0251,2020-03-21,221,0,8,213,Western Pacific
15411,South Australia,Australia,-34.9285,138.6007,2020-03-21,67,0,3,64,Western Pacific
15412,Tasmania,Australia,-42.8821,147.3272,2020-03-21,16,0,3,13,Western Pacific
15413,Victoria,Australia,-37.8136,144.9631,2020-03-21,229,0,8,221,Western Pacific
15414,Western Australia,Australia,-31.9505,115.8605,2020-03-21,90,1,0,89,Western Pacific
15434,Alberta,Canada,53.9333,-116.5765,2020-03-21,195,1,0,194,Americas
15435,British Columbia,Canada,53.7267,-127.6476,2020-03-21,424,10,0,414,Americas
15436,Manitoba,Canada,53.7609,-98.8139,2020-03-21,18,0,0,18,Americas
15437,New Brunswick,Canada,46.5653,-66.4619,2020-03-21,17,0,0,17,Americas
15438,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-21,6,0,0,6,Americas
15439,Nova Scotia,Canada,44.682,-63.7443,2020-03-21,21,0,0,21,Americas
15440,Ontario,Canada,51.2538,-85.3232,2020-03-21,377,3,0,374,Americas
15441,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-21,2,0,0,2,Americas
15442,Quebec,Canada,52.9399,-73.5491,2020-03-21,181,5,0,176,Americas
15443,Saskatchewan,Canada,52.9399,-106.4509,2020-03-21,26,0,0,26,Americas
15447,Anhui,China,31.8257,117.2264,2020-03-21,990,6,984,0,Western Pacific
15448,Beijing,China,40.1824,116.4142,2020-03-21,504,8,396,100,Western Pacific
15449,Chongqing,China,30.0572,107.874,2020-03-21,576,6,570,0,Western Pacific
15450,Fujian,China,26.0789,117.9874,2020-03-21,303,1,295,7,Western Pacific
15451,Gansu,China,35.7518,104.2861,2020-03-21,134,2,113,19,Western Pacific
15452,Guangdong,China,23.3417,113.4244,2020-03-21,1400,8,1325,67,Western Pacific
15453,Guangxi,China,23.8298,108.7881,2020-03-21,254,2,250,2,Western Pacific
15454,Guizhou,China,26.8154,106.8748,2020-03-21,146,2,144,0,Western Pacific
15455,Hainan,China,19.1959,109.7453,2020-03-21,168,6,161,1,Western Pacific
15456,Hebei,China,39.549,116.1306,2020-03-21,318,6,0,312,Western Pacific
15457,Heilongjiang,China,47.862,127.7615,2020-03-21,484,13,463,8,Western Pacific
15458,Henan,China,37.8957,114.9042,2020-03-21,1273,22,0,1251,Western Pacific
15459,Hong Kong,China,22.3,114.2,2020-03-21,273,4,98,171,Western Pacific
15460,Hubei,China,30.9756,112.2707,2020-03-21,67800,3139,58946,5715,Western Pacific
15461,Hunan,China,27.6104,111.7088,2020-03-21,1018,4,1014,0,Western Pacific
15462,Inner Mongolia,China,44.0935,113.9448,2020-03-21,75,1,74,0,Western Pacific
15463,Jiangsu,China,32.9711,119.455,2020-03-21,631,0,631,0,Western Pacific
15464,Jiangxi,China,27.614,115.7221,2020-03-21,935,1,934,0,Western Pacific
15465,Jilin,China,43.6661,126.1923,2020-03-21,93,1,92,0,Western Pacific
15466,Liaoning,China,41.2956,122.6085,2020-03-21,126,2,122,2,Western Pacific
15467,Macau,China,22.1667,113.55,2020-03-21,18,0,10,8,Western Pacific
15468,Ningxia,China,37.2692,106.1655,2020-03-21,75,0,75,0,Western Pacific
15469,Qinghai,China,35.7452,95.9956,2020-03-21,18,0,18,0,Western Pacific
15470,Shaanxi,China,35.1917,108.8701,2020-03-21,248,3,239,6,Western Pacific
15471,Shandong,China,36.3427,118.1498,2020-03-21,764,7,749,8,Western Pacific
15472,Shanghai,China,31.202,121.4491,2020-03-21,380,3,327,50,Western Pacific
15473,Shanxi,China,37.5777,112.2922,2020-03-21,133,0,133,0,Western Pacific
15474,Sichuan,China,30.6171,102.7103,2020-03-21,542,3,536,3,Western Pacific
15475,Tianjin,China,39.3054,117.323,2020-03-21,137,3,133,1,Western Pacific
15476,Tibet,China,31.6927,88.0924,2020-03-21,1,0,1,0,Western Pacific
15477,Xinjiang,China,41.1129,85.2401,2020-03-21,76,3,73,0,Western Pacific
15478,Yunnan,China,24.974,101.487,2020-03-21,176,2,172,2,Western Pacific
15479,Zhejiang,China,29.1832,120.0934,2020-03-21,1236,1,1219,16,Western Pacific
15489,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-21,92,0,0,92,Europe
15490,Greenland,Greenland,71.7069,-42.6043,2020-03-21,2,0,0,2,Europe
15504,French Guiana,France,3.9339,-53.1258,2020-03-21,18,0,0,18,Europe
15505,French Polynesia,France,-17.6797,149.4068,2020-03-21,15,0,0,15,Europe
15506,Guadeloupe,France,16.265,-61.551,2020-03-21,53,0,0,53,Europe
15507,Mayotte,France,-12.8275,45.166244,2020-03-21,7,0,0,7,Europe
15508,New Caledonia,France,-20.904305,165.618042,2020-03-21,4,0,0,4,Europe
15509,Reunion,France,-21.1151,55.5364,2020-03-21,45,0,0,45,Europe
15510,Saint Barthelemy,France,17.9,-62.8333,2020-03-21,3,0,0,3,Europe
15511,St Martin,France,18.0708,-63.0501,2020-03-21,4,0,0,4,Europe
15512,Martinique,France,14.6415,-61.0242,2020-03-21,32,1,0,31,Europe
15563,Aruba,Netherlands,12.5211,-69.9683,2020-03-21,5,0,0,5,Europe
15564,Curacao,Netherlands,12.1696,-68.99,2020-03-21,3,1,0,2,Europe
15565,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-21,1,0,0,1,Europe
15614,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-21,2,0,0,2,Europe
15615,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-21,3,1,0,2,Europe
15616,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-21,32,0,0,32,Europe
15617,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-21,10,0,2,8,Europe
15618,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-21,1,0,0,1,Europe
15619,Montserrat,United Kingdom,16.742498,-62.187366,2020-03-21,1,0,0,1,Europe
15640,Northwest Territories,Canada,64.8255,-124.8457,2020-03-21,0,0,0,0,Americas
15641,Yukon,Canada,64.2823,-135.0,2020-03-21,0,0,0,0,Americas
15644,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-21,0,0,0,0,Europe
15645,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-21,0,0,0,0,Europe
15646,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-21,0,0,0,0,Europe
15651,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-21,0,0,0,0,Europe
15652,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-21,0,0,0,0,Europe
15668,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-22,19,0,0,19,Western Pacific
15669,New South Wales,Australia,-33.8688,151.2093,2020-03-22,669,6,4,659,Western Pacific
15670,Northern Territory,Australia,-12.4634,130.8456,2020-03-22,5,0,0,5,Western Pacific
15671,Queensland,Australia,-27.4698,153.0251,2020-03-22,259,0,8,251,Western Pacific
15672,South Australia,Australia,-34.9285,138.6007,2020-03-22,100,0,3,97,Western Pacific
15673,Tasmania,Australia,-42.8821,147.3272,2020-03-22,22,0,3,19,Western Pacific
15674,Victoria,Australia,-37.8136,144.9631,2020-03-22,355,0,70,285,Western Pacific
15675,Western Australia,Australia,-31.9505,115.8605,2020-03-22,120,1,0,119,Western Pacific
15695,Alberta,Canada,53.9333,-116.5765,2020-03-22,259,1,0,258,Americas
15696,British Columbia,Canada,53.7267,-127.6476,2020-03-22,424,10,0,414,Americas
15697,Manitoba,Canada,53.7609,-98.8139,2020-03-22,20,0,0,20,Americas
15698,New Brunswick,Canada,46.5653,-66.4619,2020-03-22,17,0,0,17,Americas
15699,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-22,9,0,0,9,Americas
15700,Nova Scotia,Canada,44.682,-63.7443,2020-03-22,28,0,0,28,Americas
15701,Ontario,Canada,51.2538,-85.3232,2020-03-22,425,5,0,420,Americas
15702,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-22,3,0,0,3,Americas
15703,Quebec,Canada,52.9399,-73.5491,2020-03-22,219,4,0,215,Americas
15704,Saskatchewan,Canada,52.9399,-106.4509,2020-03-22,52,0,0,52,Americas
15708,Anhui,China,31.8257,117.2264,2020-03-22,990,6,984,0,Western Pacific
15709,Beijing,China,40.1824,116.4142,2020-03-22,522,8,400,114,Western Pacific
15710,Chongqing,China,30.0572,107.874,2020-03-22,577,6,570,1,Western Pacific
15711,Fujian,China,26.0789,117.9874,2020-03-22,313,1,295,17,Western Pacific
15712,Gansu,China,35.7518,104.2861,2020-03-22,136,2,114,20,Western Pacific
15713,Guangdong,China,23.3417,113.4244,2020-03-22,1413,8,1329,76,Western Pacific
15714,Guangxi,China,23.8298,108.7881,2020-03-22,254,2,250,2,Western Pacific
15715,Guizhou,China,26.8154,106.8748,2020-03-22,146,2,144,0,Western Pacific
15716,Hainan,China,19.1959,109.7453,2020-03-22,168,6,161,1,Western Pacific
15717,Hebei,China,39.549,116.1306,2020-03-22,319,6,0,313,Western Pacific
15718,Heilongjiang,China,47.862,127.7615,2020-03-22,484,13,466,5,Western Pacific
15719,Henan,China,37.8957,114.9042,2020-03-22,1274,22,0,1252,Western Pacific
15720,Hong Kong,China,22.3,114.2,2020-03-22,317,4,100,213,Western Pacific
15721,Hubei,China,30.9756,112.2707,2020-03-22,67800,3153,59433,5214,Western Pacific
15722,Hunan,China,27.6104,111.7088,2020-03-22,1018,4,1014,0,Western Pacific
15723,Inner Mongolia,China,44.0935,113.9448,2020-03-22,75,1,74,0,Western Pacific
15724,Jiangsu,China,32.9711,119.455,2020-03-22,633,0,631,2,Western Pacific
15725,Jiangxi,China,27.614,115.7221,2020-03-22,936,1,934,1,Western Pacific
15726,Jilin,China,43.6661,126.1923,2020-03-22,93,1,92,0,Western Pacific
15727,Liaoning,China,41.2956,122.6085,2020-03-22,127,2,124,1,Western Pacific
15728,Macau,China,22.1667,113.55,2020-03-22,24,0,10,14,Western Pacific
15729,Ningxia,China,37.2692,106.1655,2020-03-22,75,0,75,0,Western Pacific
15730,Qinghai,China,35.7452,95.9956,2020-03-22,18,0,18,0,Western Pacific
15731,Shaanxi,China,35.1917,108.8701,2020-03-22,248,3,239,6,Western Pacific
15732,Shandong,China,36.3427,118.1498,2020-03-22,767,7,750,10,Western Pacific
15733,Shanghai,China,31.202,121.4491,2020-03-22,404,4,328,72,Western Pacific
15734,Shanxi,China,37.5777,112.2922,2020-03-22,133,0,133,0,Western Pacific
15735,Sichuan,China,30.6171,102.7103,2020-03-22,543,3,536,4,Western Pacific
15736,Tianjin,China,39.3054,117.323,2020-03-22,137,3,133,1,Western Pacific
15737,Tibet,China,31.6927,88.0924,2020-03-22,1,0,1,0,Western Pacific
15738,Xinjiang,China,41.1129,85.2401,2020-03-22,76,3,73,0,Western Pacific
15739,Yunnan,China,24.974,101.487,2020-03-22,176,2,172,2,Western Pacific
15740,Zhejiang,China,29.1832,120.0934,2020-03-22,1238,1,1219,18,Western Pacific
15750,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-22,115,0,0,115,Europe
15751,Greenland,Greenland,71.7069,-42.6043,2020-03-22,4,0,0,4,Europe
15765,French Guiana,France,3.9339,-53.1258,2020-03-22,18,0,6,12,Europe
15766,French Polynesia,France,-17.6797,149.4068,2020-03-22,18,0,0,18,Europe
15767,Guadeloupe,France,16.265,-61.551,2020-03-22,58,1,0,57,Europe
15768,Mayotte,France,-12.8275,45.166244,2020-03-22,11,0,0,11,Europe
15769,New Caledonia,France,-20.904305,165.618042,2020-03-22,4,0,0,4,Europe
15770,Reunion,France,-21.1151,55.5364,2020-03-22,64,0,0,64,Europe
15771,Saint Barthelemy,France,17.9,-62.8333,2020-03-22,3,0,0,3,Europe
15772,St Martin,France,18.0708,-63.0501,2020-03-22,5,0,0,5,Europe
15773,Martinique,France,14.6415,-61.0242,2020-03-22,44,1,0,43,Europe
15824,Aruba,Netherlands,12.5211,-69.9683,2020-03-22,9,0,0,9,Europe
15825,Curacao,Netherlands,12.1696,-68.99,2020-03-22,3,1,0,2,Europe
15826,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-22,1,0,0,1,Europe
15875,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-22,6,0,0,6,Europe
15876,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-22,3,1,0,2,Europe
15877,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-22,32,0,0,32,Europe
15878,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-22,15,0,2,13,Europe
15879,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-22,5,0,0,5,Europe
15880,Montserrat,United Kingdom,16.742498,-62.187366,2020-03-22,1,0,0,1,Europe
15901,Northwest Territories,Canada,64.8255,-124.8457,2020-03-22,0,0,0,0,Americas
15902,Yukon,Canada,64.2823,-135.0,2020-03-22,0,0,0,0,Americas
15905,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-22,0,0,0,0,Europe
15906,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-22,0,0,0,0,Europe
15907,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-22,0,0,0,0,Europe
15912,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-22,0,0,0,0,Europe
15913,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-22,0,0,0,0,Europe
15929,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-23,32,0,0,32,Western Pacific
15930,New South Wales,Australia,-33.8688,151.2093,2020-03-23,669,6,4,659,Western Pacific
15931,Northern Territory,Australia,-12.4634,130.8456,2020-03-23,5,0,0,5,Western Pacific
15932,Queensland,Australia,-27.4698,153.0251,2020-03-23,319,0,8,311,Western Pacific
15933,South Australia,Australia,-34.9285,138.6007,2020-03-23,134,0,3,131,Western Pacific
15934,Tasmania,Australia,-42.8821,147.3272,2020-03-23,28,0,3,25,Western Pacific
15935,Victoria,Australia,-37.8136,144.9631,2020-03-23,355,0,70,285,Western Pacific
15936,Western Australia,Australia,-31.9505,115.8605,2020-03-23,140,1,0,139,Western Pacific
15956,Alberta,Canada,53.9333,-116.5765,2020-03-23,301,1,0,300,Americas
15957,British Columbia,Canada,53.7267,-127.6476,2020-03-23,472,13,0,459,Americas
15958,Manitoba,Canada,53.7609,-98.8139,2020-03-23,20,0,0,20,Americas
15959,New Brunswick,Canada,46.5653,-66.4619,2020-03-23,17,0,0,17,Americas
15960,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-23,24,0,0,24,Americas
15961,Nova Scotia,Canada,44.682,-63.7443,2020-03-23,41,0,0,41,Americas
15962,Ontario,Canada,51.2538,-85.3232,2020-03-23,503,6,0,497,Americas
15963,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-23,3,0,0,3,Americas
15964,Quebec,Canada,52.9399,-73.5491,2020-03-23,628,4,0,624,Americas
15965,Saskatchewan,Canada,52.9399,-106.4509,2020-03-23,66,0,0,66,Americas
15969,Anhui,China,31.8257,117.2264,2020-03-23,990,6,984,0,Western Pacific
15970,Beijing,China,40.1824,116.4142,2020-03-23,537,8,400,129,Western Pacific
15971,Chongqing,China,30.0572,107.874,2020-03-23,578,6,570,2,Western Pacific
15972,Fujian,China,26.0789,117.9874,2020-03-23,313,1,295,17,Western Pacific
15973,Gansu,China,35.7518,104.2861,2020-03-23,136,2,114,20,Western Pacific
15974,Guangdong,China,23.3417,113.4244,2020-03-23,1415,8,1332,75,Western Pacific
15975,Guangxi,China,23.8298,108.7881,2020-03-23,254,2,250,2,Western Pacific
15976,Guizhou,China,26.8154,106.8748,2020-03-23,146,2,144,0,Western Pacific
15977,Hainan,China,19.1959,109.7453,2020-03-23,168,6,161,1,Western Pacific
15978,Hebei,China,39.549,116.1306,2020-03-23,319,6,0,313,Western Pacific
15979,Heilongjiang,China,47.862,127.7615,2020-03-23,484,13,465,6,Western Pacific
15980,Henan,China,37.8957,114.9042,2020-03-23,1274,22,0,1252,Western Pacific
15981,Hong Kong,China,22.3,114.2,2020-03-23,356,4,100,252,Western Pacific
15982,Hubei,China,30.9756,112.2707,2020-03-23,67800,3153,59879,4768,Western Pacific
15983,Hunan,China,27.6104,111.7088,2020-03-23,1018,4,1014,0,Western Pacific
15984,Inner Mongolia,China,44.0935,113.9448,2020-03-23,75,1,74,0,Western Pacific
15985,Jiangsu,China,32.9711,119.455,2020-03-23,633,0,631,2,Western Pacific
15986,Jiangxi,China,27.614,115.7221,2020-03-23,936,1,934,1,Western Pacific
15987,Jilin,China,43.6661,126.1923,2020-03-23,93,1,92,0,Western Pacific
15988,Liaoning,China,41.2956,122.6085,2020-03-23,127,2,124,1,Western Pacific
15989,Macau,China,22.1667,113.55,2020-03-23,24,0,10,14,Western Pacific
15990,Ningxia,China,37.2692,106.1655,2020-03-23,75,0,75,0,Western Pacific
15991,Qinghai,China,35.7452,95.9956,2020-03-23,18,0,18,0,Western Pacific
15992,Shaanxi,China,35.1917,108.8701,2020-03-23,248,3,239,6,Western Pacific
15993,Shandong,China,36.3427,118.1498,2020-03-23,768,7,751,10,Western Pacific
15994,Shanghai,China,31.202,121.4491,2020-03-23,404,4,329,71,Western Pacific
15995,Shanxi,China,37.5777,112.2922,2020-03-23,134,0,133,1,Western Pacific
15996,Sichuan,China,30.6171,102.7103,2020-03-23,543,3,536,4,Western Pacific
15997,Tianjin,China,39.3054,117.323,2020-03-23,141,3,133,5,Western Pacific
15998,Tibet,China,31.6927,88.0924,2020-03-23,1,0,1,0,Western Pacific
15999,Xinjiang,China,41.1129,85.2401,2020-03-23,76,3,73,0,Western Pacific
16000,Yunnan,China,24.974,101.487,2020-03-23,176,2,172,2,Western Pacific
16001,Zhejiang,China,29.1832,120.0934,2020-03-23,1238,1,1221,16,Western Pacific
16011,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-23,118,0,0,118,Europe
16012,Greenland,Greenland,71.7069,-42.6043,2020-03-23,4,0,0,4,Europe
16026,French Guiana,France,3.9339,-53.1258,2020-03-23,20,0,6,14,Europe
16027,French Polynesia,France,-17.6797,149.4068,2020-03-23,18,0,0,18,Europe
16028,Guadeloupe,France,16.265,-61.551,2020-03-23,62,1,0,61,Europe
16029,Mayotte,France,-12.8275,45.166244,2020-03-23,24,0,0,24,Europe
16030,New Caledonia,France,-20.904305,165.618042,2020-03-23,8,0,0,8,Europe
16031,Reunion,France,-21.1151,55.5364,2020-03-23,71,0,0,71,Europe
16032,Saint Barthelemy,France,17.9,-62.8333,2020-03-23,3,0,0,3,Europe
16033,St Martin,France,18.0708,-63.0501,2020-03-23,8,0,0,8,Europe
16034,Martinique,France,14.6415,-61.0242,2020-03-23,53,1,0,52,Europe
16085,Aruba,Netherlands,12.5211,-69.9683,2020-03-23,9,0,0,9,Europe
16086,Curacao,Netherlands,12.1696,-68.99,2020-03-23,4,1,0,3,Europe
16087,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-23,2,0,0,2,Europe
16136,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-23,6,0,0,6,Europe
16137,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-23,5,1,0,4,Europe
16138,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-23,36,0,0,36,Europe
16139,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-23,15,0,2,13,Europe
16140,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-23,13,0,0,13,Europe
16141,Montserrat,United Kingdom,16.742498,-62.187366,2020-03-23,1,0,0,1,Europe
16162,Northwest Territories,Canada,64.8255,-124.8457,2020-03-23,0,0,0,0,Americas
