,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
8,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-22,0,0,0,0,Western Pacific
9,New South Wales,Australia,-33.8688,151.2093,2020-01-22,0,0,0,0,Western Pacific
10,Northern Territory,Australia,-12.4634,130.8456,2020-01-22,0,0,0,0,Western Pacific
11,Queensland,Australia,-27.4698,153.0251,2020-01-22,0,0,0,0,Western Pacific
12,South Australia,Australia,-34.9285,138.6007,2020-01-22,0,0,0,0,Western Pacific
13,Tasmania,Australia,-42.8821,147.3272,2020-01-22,0,0,0,0,Western Pacific
14,Victoria,Australia,-37.8136,144.9631,2020-01-22,0,0,0,0,Western Pacific
15,Western Australia,Australia,-31.9505,115.8605,2020-01-22,0,0,0,0,Western Pacific
35,Alberta,Canada,53.9333,-116.5765,2020-01-22,0,0,0,0,Americas
36,British Columbia,Canada,53.7267,-127.6476,2020-01-22,0,0,0,0,Americas
37,Manitoba,Canada,53.7609,-98.8139,2020-01-22,0,0,0,0,Americas
38,New Brunswick,Canada,46.5653,-66.4619,2020-01-22,0,0,0,0,Americas
39,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-22,0,0,0,0,Americas
40,Nova Scotia,Canada,44.682,-63.7443,2020-01-22,0,0,0,0,Americas
41,Ontario,Canada,51.2538,-85.3232,2020-01-22,0,0,0,0,Americas
42,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-22,0,0,0,0,Americas
43,Quebec,Canada,52.9399,-73.5491,2020-01-22,0,0,0,0,Americas
44,Saskatchewan,Canada,52.9399,-106.4509,2020-01-22,0,0,0,0,Americas
48,Anhui,China,31.8257,117.2264,2020-01-22,1,0,0,1,Western Pacific
49,Beijing,China,40.1824,116.4142,2020-01-22,14,0,0,14,Western Pacific
50,Chongqing,China,30.0572,107.874,2020-01-22,6,0,0,6,Western Pacific
51,Fujian,China,26.0789,117.9874,2020-01-22,1,0,0,1,Western Pacific
52,Gansu,China,35.7518,104.2861,2020-01-22,0,0,0,0,Western Pacific
53,Guangdong,China,23.3417,113.4244,2020-01-22,26,0,0,26,Western Pacific
54,Guangxi,China,23.8298,108.7881,2020-01-22,2,0,0,2,Western Pacific
55,Guizhou,China,26.8154,106.8748,2020-01-22,1,0,0,1,Western Pacific
56,Hainan,China,19.1959,109.7453,2020-01-22,4,0,0,4,Western Pacific
57,Hebei,China,39.549,116.1306,2020-01-22,1,0,0,1,Western Pacific
58,Heilongjiang,China,47.862,127.7615,2020-01-22,0,0,0,0,Western Pacific
59,Henan,China,37.8957,114.9042,2020-01-22,5,0,0,5,Western Pacific
60,Hong Kong,China,22.3,114.2,2020-01-22,0,0,0,0,Western Pacific
61,Hubei,China,30.9756,112.2707,2020-01-22,444,17,28,399,Western Pacific
62,Hunan,China,27.6104,111.7088,2020-01-22,4,0,0,4,Western Pacific
63,Inner Mongolia,China,44.0935,113.9448,2020-01-22,0,0,0,0,Western Pacific
64,Jiangsu,China,32.9711,119.455,2020-01-22,1,0,0,1,Western Pacific
65,Jiangxi,China,27.614,115.7221,2020-01-22,2,0,0,2,Western Pacific
66,Jilin,China,43.6661,126.1923,2020-01-22,0,0,0,0,Western Pacific
67,Liaoning,China,41.2956,122.6085,2020-01-22,2,0,0,2,Western Pacific
68,Macau,China,22.1667,113.55,2020-01-22,1,0,0,1,Western Pacific
69,Ningxia,China,37.2692,106.1655,2020-01-22,1,0,0,1,Western Pacific
70,Qinghai,China,35.7452,95.9956,2020-01-22,0,0,0,0,Western Pacific
71,Shaanxi,China,35.1917,108.8701,2020-01-22,0,0,0,0,Western Pacific
72,Shandong,China,36.3427,118.1498,2020-01-22,2,0,0,2,Western Pacific
73,Shanghai,China,31.202,121.4491,2020-01-22,9,0,0,9,Western Pacific
74,Shanxi,China,37.5777,112.2922,2020-01-22,1,0,0,1,Western Pacific
75,Sichuan,China,30.6171,102.7103,2020-01-22,5,0,0,5,Western Pacific
76,Tianjin,China,39.3054,117.323,2020-01-22,4,0,0,4,Western Pacific
77,Tibet,China,31.6927,88.0924,2020-01-22,0,0,0,0,Western Pacific
78,Xinjiang,China,41.1129,85.2401,2020-01-22,0,0,0,0,Western Pacific
79,Yunnan,China,24.974,101.487,2020-01-22,1,0,0,1,Western Pacific
80,Zhejiang,China,29.1832,120.0934,2020-01-22,10,0,0,10,Western Pacific
90,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-22,0,0,0,0,Europe
91,Greenland,Greenland,71.7069,-42.6043,2020-01-22,0,0,0,0,Europe
105,French Guiana,France,3.9339,-53.1258,2020-01-22,0,0,0,0,Europe
106,French Polynesia,France,-17.6797,149.4068,2020-01-22,0,0,0,0,Europe
107,Guadeloupe,France,16.265,-61.551,2020-01-22,0,0,0,0,Europe
108,Mayotte,France,-12.8275,45.166244,2020-01-22,0,0,0,0,Europe
109,New Caledonia,France,-20.904305,165.618042,2020-01-22,0,0,0,0,Europe
110,Reunion,France,-21.1151,55.5364,2020-01-22,0,0,0,0,Europe
111,Saint Barthelemy,France,17.9,-62.8333,2020-01-22,0,0,0,0,Europe
112,St Martin,France,18.0708,-63.0501,2020-01-22,0,0,0,0,Europe
113,Martinique,France,14.6415,-61.0242,2020-01-22,0,0,0,0,Europe
164,Aruba,Netherlands,12.5211,-69.9683,2020-01-22,0,0,0,0,Europe
165,Curacao,Netherlands,12.1696,-68.99,2020-01-22,0,0,0,0,Europe
166,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-22,0,0,0,0,Europe
215,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-22,0,0,0,0,Europe
216,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-22,0,0,0,0,Europe
217,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-22,0,0,0,0,Europe
218,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-22,0,0,0,0,Europe
219,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-22,0,0,0,0,Europe
220,Montserrat,United Kingdom,16.742498,-62.187366,2020-01-22,0,0,0,0,Europe
241,Northwest Territories,Canada,64.8255,-124.8457,2020-01-22,0,0,0,0,Americas
242,Yukon,Canada,64.2823,-135.0,2020-01-22,0,0,0,0,Americas
245,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-22,0,0,0,0,Europe
246,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-22,0,0,0,0,Europe
247,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-22,0,0,0,0,Europe
252,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-22,0,0,0,0,Europe
253,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-22,0,0,0,0,Europe
269,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-23,0,0,0,0,Western Pacific
270,New South Wales,Australia,-33.8688,151.2093,2020-01-23,0,0,0,0,Western Pacific
271,Northern Territory,Australia,-12.4634,130.8456,2020-01-23,0,0,0,0,Western Pacific
272,Queensland,Australia,-27.4698,153.0251,2020-01-23,0,0,0,0,Western Pacific
273,South Australia,Australia,-34.9285,138.6007,2020-01-23,0,0,0,0,Western Pacific
274,Tasmania,Australia,-42.8821,147.3272,2020-01-23,0,0,0,0,Western Pacific
275,Victoria,Australia,-37.8136,144.9631,2020-01-23,0,0,0,0,Western Pacific
276,Western Australia,Australia,-31.9505,115.8605,2020-01-23,0,0,0,0,Western Pacific
296,Alberta,Canada,53.9333,-116.5765,2020-01-23,0,0,0,0,Americas
297,British Columbia,Canada,53.7267,-127.6476,2020-01-23,0,0,0,0,Americas
298,Manitoba,Canada,53.7609,-98.8139,2020-01-23,0,0,0,0,Americas
299,New Brunswick,Canada,46.5653,-66.4619,2020-01-23,0,0,0,0,Americas
300,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-23,0,0,0,0,Americas
301,Nova Scotia,Canada,44.682,-63.7443,2020-01-23,0,0,0,0,Americas
302,Ontario,Canada,51.2538,-85.3232,2020-01-23,0,0,0,0,Americas
303,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-23,0,0,0,0,Americas
304,Quebec,Canada,52.9399,-73.5491,2020-01-23,0,0,0,0,Americas
305,Saskatchewan,Canada,52.9399,-106.4509,2020-01-23,0,0,0,0,Americas
309,Anhui,China,31.8257,117.2264,2020-01-23,9,0,0,9,Western Pacific
310,Beijing,China,40.1824,116.4142,2020-01-23,22,0,0,22,Western Pacific
311,Chongqing,China,30.0572,107.874,2020-01-23,9,0,0,9,Western Pacific
312,Fujian,China,26.0789,117.9874,2020-01-23,5,0,0,5,Western Pacific
313,Gansu,China,35.7518,104.2861,2020-01-23,2,0,0,2,Western Pacific
314,Guangdong,China,23.3417,113.4244,2020-01-23,32,0,2,30,Western Pacific
315,Guangxi,China,23.8298,108.7881,2020-01-23,5,0,0,5,Western Pacific
316,Guizhou,China,26.8154,106.8748,2020-01-23,3,0,0,3,Western Pacific
317,Hainan,China,19.1959,109.7453,2020-01-23,5,0,0,5,Western Pacific
318,Hebei,China,39.549,116.1306,2020-01-23,1,1,0,0,Western Pacific
319,Heilongjiang,China,47.862,127.7615,2020-01-23,2,0,0,2,Western Pacific
320,Henan,China,37.8957,114.9042,2020-01-23,5,0,0,5,Western Pacific
321,Hong Kong,China,22.3,114.2,2020-01-23,2,0,0,2,Western Pacific
322,Hubei,China,30.9756,112.2707,2020-01-23,444,17,28,399,Western Pacific
323,Hunan,China,27.6104,111.7088,2020-01-23,9,0,0,9,Western Pacific
324,Inner Mongolia,China,44.0935,113.9448,2020-01-23,0,0,0,0,Western Pacific
325,Jiangsu,China,32.9711,119.455,2020-01-23,5,0,0,5,Western Pacific
326,Jiangxi,China,27.614,115.7221,2020-01-23,7,0,0,7,Western Pacific
327,Jilin,China,43.6661,126.1923,2020-01-23,1,0,0,1,Western Pacific
328,Liaoning,China,41.2956,122.6085,2020-01-23,3,0,0,3,Western Pacific
329,Macau,China,22.1667,113.55,2020-01-23,2,0,0,2,Western Pacific
330,Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0,1,Western Pacific
331,Qinghai,China,35.7452,95.9956,2020-01-23,0,0,0,0,Western Pacific
332,Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0,3,Western Pacific
333,Shandong,China,36.3427,118.1498,2020-01-23,6,0,0,6,Western Pacific
334,Shanghai,China,31.202,121.4491,2020-01-23,16,0,0,16,Western Pacific
335,Shanxi,China,37.5777,112.2922,2020-01-23,1,0,0,1,Western Pacific
336,Sichuan,China,30.6171,102.7103,2020-01-23,8,0,0,8,Western Pacific
337,Tianjin,China,39.3054,117.323,2020-01-23,4,0,0,4,Western Pacific
338,Tibet,China,31.6927,88.0924,2020-01-23,0,0,0,0,Western Pacific
339,Xinjiang,China,41.1129,85.2401,2020-01-23,2,0,0,2,Western Pacific
340,Yunnan,China,24.974,101.487,2020-01-23,2,0,0,2,Western Pacific
341,Zhejiang,China,29.1832,120.0934,2020-01-23,27,0,0,27,Western Pacific
351,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-23,0,0,0,0,Europe
352,Greenland,Greenland,71.7069,-42.6043,2020-01-23,0,0,0,0,Europe
366,French Guiana,France,3.9339,-53.1258,2020-01-23,0,0,0,0,Europe
367,French Polynesia,France,-17.6797,149.4068,2020-01-23,0,0,0,0,Europe
368,Guadeloupe,France,16.265,-61.551,2020-01-23,0,0,0,0,Europe
369,Mayotte,France,-12.8275,45.166244,2020-01-23,0,0,0,0,Europe
370,New Caledonia,France,-20.904305,165.618042,2020-01-23,0,0,0,0,Europe
371,Reunion,France,-21.1151,55.5364,2020-01-23,0,0,0,0,Europe
372,Saint Barthelemy,France,17.9,-62.8333,2020-01-23,0,0,0,0,Europe
373,St Martin,France,18.0708,-63.0501,2020-01-23,0,0,0,0,Europe
374,Martinique,France,14.6415,-61.0242,2020-01-23,0,0,0,0,Europe
425,Aruba,Netherlands,12.5211,-69.9683,2020-01-23,0,0,0,0,Europe
426,Curacao,Netherlands,12.1696,-68.99,2020-01-23,0,0,0,0,Europe
427,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-23,0,0,0,0,Europe
476,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-23,0,0,0,0,Europe
477,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-23,0,0,0,0,Europe
478,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-23,0,0,0,0,Europe
479,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-23,0,0,0,0,Europe
480,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-23,0,0,0,0,Europe
481,Montserrat,United Kingdom,16.742498,-62.187366,2020-01-23,0,0,0,0,Europe
502,Northwest Territories,Canada,64.8255,-124.8457,2020-01-23,0,0,0,0,Americas
503,Yukon,Canada,64.2823,-135.0,2020-01-23,0,0,0,0,Americas
506,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-23,0,0,0,0,Europe
507,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-23,0,0,0,0,Europe
508,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-23,0,0,0,0,Europe
513,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-23,0,0,0,0,Europe
514,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-23,0,0,0,0,Europe
530,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-24,0,0,0,0,Western Pacific
531,New South Wales,Australia,-33.8688,151.2093,2020-01-24,0,0,0,0,Western Pacific
532,Northern Territory,Australia,-12.4634,130.8456,2020-01-24,0,0,0,0,Western Pacific
533,Queensland,Australia,-27.4698,153.0251,2020-01-24,0,0,0,0,Western Pacific
534,South Australia,Australia,-34.9285,138.6007,2020-01-24,0,0,0,0,Western Pacific
535,Tasmania,Australia,-42.8821,147.3272,2020-01-24,0,0,0,0,Western Pacific
536,Victoria,Australia,-37.8136,144.9631,2020-01-24,0,0,0,0,Western Pacific
537,Western Australia,Australia,-31.9505,115.8605,2020-01-24,0,0,0,0,Western Pacific
557,Alberta,Canada,53.9333,-116.5765,2020-01-24,0,0,0,0,Americas
558,British Columbia,Canada,53.7267,-127.6476,2020-01-24,0,0,0,0,Americas
559,Manitoba,Canada,53.7609,-98.8139,2020-01-24,0,0,0,0,Americas
560,New Brunswick,Canada,46.5653,-66.4619,2020-01-24,0,0,0,0,Americas
561,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-24,0,0,0,0,Americas
562,Nova Scotia,Canada,44.682,-63.7443,2020-01-24,0,0,0,0,Americas
563,Ontario,Canada,51.2538,-85.3232,2020-01-24,0,0,0,0,Americas
564,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-24,0,0,0,0,Americas
565,Quebec,Canada,52.9399,-73.5491,2020-01-24,0,0,0,0,Americas
566,Saskatchewan,Canada,52.9399,-106.4509,2020-01-24,0,0,0,0,Americas
570,Anhui,China,31.8257,117.2264,2020-01-24,15,0,0,15,Western Pacific
571,Beijing,China,40.1824,116.4142,2020-01-24,36,0,1,35,Western Pacific
572,Chongqing,China,30.0572,107.874,2020-01-24,27,0,0,27,Western Pacific
573,Fujian,China,26.0789,117.9874,2020-01-24,10,0,0,10,Western Pacific
574,Gansu,China,35.7518,104.2861,2020-01-24,2,0,0,2,Western Pacific
575,Guangdong,China,23.3417,113.4244,2020-01-24,53,0,2,51,Western Pacific
576,Guangxi,China,23.8298,108.7881,2020-01-24,23,0,0,23,Western Pacific
577,Guizhou,China,26.8154,106.8748,2020-01-24,3,0,0,3,Western Pacific
578,Hainan,China,19.1959,109.7453,2020-01-24,8,0,0,8,Western Pacific
579,Hebei,China,39.549,116.1306,2020-01-24,2,1,0,1,Western Pacific
580,Heilongjiang,China,47.862,127.7615,2020-01-24,4,1,0,3,Western Pacific
581,Henan,China,37.8957,114.9042,2020-01-24,9,0,0,9,Western Pacific
582,Hong Kong,China,22.3,114.2,2020-01-24,2,0,0,2,Western Pacific
583,Hubei,China,30.9756,112.2707,2020-01-24,549,24,31,494,Western Pacific
584,Hunan,China,27.6104,111.7088,2020-01-24,24,0,0,24,Western Pacific
585,Inner Mongolia,China,44.0935,113.9448,2020-01-24,1,0,0,1,Western Pacific
586,Jiangsu,China,32.9711,119.455,2020-01-24,9,0,0,9,Western Pacific
587,Jiangxi,China,27.614,115.7221,2020-01-24,18,0,0,18,Western Pacific
588,Jilin,China,43.6661,126.1923,2020-01-24,3,0,0,3,Western Pacific
589,Liaoning,China,41.2956,122.6085,2020-01-24,4,0,0,4,Western Pacific
590,Macau,China,22.1667,113.55,2020-01-24,2,0,0,2,Western Pacific
591,Ningxia,China,37.2692,106.1655,2020-01-24,2,0,0,2,Western Pacific
592,Qinghai,China,35.7452,95.9956,2020-01-24,0,0,0,0,Western Pacific
593,Shaanxi,China,35.1917,108.8701,2020-01-24,5,0,0,5,Western Pacific
594,Shandong,China,36.3427,118.1498,2020-01-24,15,0,0,15,Western Pacific
595,Shanghai,China,31.202,121.4491,2020-01-24,20,0,1,19,Western Pacific
596,Shanxi,China,37.5777,112.2922,2020-01-24,1,0,0,1,Western Pacific
597,Sichuan,China,30.6171,102.7103,2020-01-24,15,0,0,15,Western Pacific
598,Tianjin,China,39.3054,117.323,2020-01-24,8,0,0,8,Western Pacific
599,Tibet,China,31.6927,88.0924,2020-01-24,0,0,0,0,Western Pacific
600,Xinjiang,China,41.1129,85.2401,2020-01-24,2,0,0,2,Western Pacific
601,Yunnan,China,24.974,101.487,2020-01-24,5,0,0,5,Western Pacific
602,Zhejiang,China,29.1832,120.0934,2020-01-24,43,0,1,42,Western Pacific
612,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-24,0,0,0,0,Europe
613,Greenland,Greenland,71.7069,-42.6043,2020-01-24,0,0,0,0,Europe
627,French Guiana,France,3.9339,-53.1258,2020-01-24,0,0,0,0,Europe
628,French Polynesia,France,-17.6797,149.4068,2020-01-24,0,0,0,0,Europe
629,Guadeloupe,France,16.265,-61.551,2020-01-24,0,0,0,0,Europe
630,Mayotte,France,-12.8275,45.166244,2020-01-24,0,0,0,0,Europe
631,New Caledonia,France,-20.904305,165.618042,2020-01-24,0,0,0,0,Europe
632,Reunion,France,-21.1151,55.5364,2020-01-24,0,0,0,0,Europe
633,Saint Barthelemy,France,17.9,-62.8333,2020-01-24,0,0,0,0,Europe
634,St Martin,France,18.0708,-63.0501,2020-01-24,0,0,0,0,Europe
635,Martinique,France,14.6415,-61.0242,2020-01-24,0,0,0,0,Europe
686,Aruba,Netherlands,12.5211,-69.9683,2020-01-24,0,0,0,0,Europe
687,Curacao,Netherlands,12.1696,-68.99,2020-01-24,0,0,0,0,Europe
688,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-24,0,0,0,0,Europe
737,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-24,0,0,0,0,Europe
738,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-24,0,0,0,0,Europe
739,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-24,0,0,0,0,Europe
740,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-24,0,0,0,0,Europe
741,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-24,0,0,0,0,Europe
742,Montserrat,United Kingdom,16.742498,-62.187366,2020-01-24,0,0,0,0,Europe
763,Northwest Territories,Canada,64.8255,-124.8457,2020-01-24,0,0,0,0,Americas
764,Yukon,Canada,64.2823,-135.0,2020-01-24,0,0,0,0,Americas
767,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-24,0,0,0,0,Europe
768,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-24,0,0,0,0,Europe
769,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-24,0,0,0,0,Europe
774,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-24,0,0,0,0,Europe
775,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-24,0,0,0,0,Europe
791,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-25,0,0,0,0,Western Pacific
792,New South Wales,Australia,-33.8688,151.2093,2020-01-25,0,0,0,0,Western Pacific
793,Northern Territory,Australia,-12.4634,130.8456,2020-01-25,0,0,0,0,Western Pacific
794,Queensland,Australia,-27.4698,153.0251,2020-01-25,0,0,0,0,Western Pacific
795,South Australia,Australia,-34.9285,138.6007,2020-01-25,0,0,0,0,Western Pacific
796,Tasmania,Australia,-42.8821,147.3272,2020-01-25,0,0,0,0,Western Pacific
797,Victoria,Australia,-37.8136,144.9631,2020-01-25,0,0,0,0,Western Pacific
798,Western Australia,Australia,-31.9505,115.8605,2020-01-25,0,0,0,0,Western Pacific
818,Alberta,Canada,53.9333,-116.5765,2020-01-25,0,0,0,0,Americas
819,British Columbia,Canada,53.7267,-127.6476,2020-01-25,0,0,0,0,Americas
820,Manitoba,Canada,53.7609,-98.8139,2020-01-25,0,0,0,0,Americas
821,New Brunswick,Canada,46.5653,-66.4619,2020-01-25,0,0,0,0,Americas
822,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-25,0,0,0,0,Americas
823,Nova Scotia,Canada,44.682,-63.7443,2020-01-25,0,0,0,0,Americas
824,Ontario,Canada,51.2538,-85.3232,2020-01-25,0,0,0,0,Americas
825,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-25,0,0,0,0,Americas
826,Quebec,Canada,52.9399,-73.5491,2020-01-25,0,0,0,0,Americas
827,Saskatchewan,Canada,52.9399,-106.4509,2020-01-25,0,0,0,0,Americas
831,Anhui,China,31.8257,117.2264,2020-01-25,39,0,0,39,Western Pacific
832,Beijing,China,40.1824,116.4142,2020-01-25,41,0,2,39,Western Pacific
833,Chongqing,China,30.0572,107.874,2020-01-25,57,0,0,57,Western Pacific
834,Fujian,China,26.0789,117.9874,2020-01-25,18,0,0,18,Western Pacific
835,Gansu,China,35.7518,104.2861,2020-01-25,4,0,0,4,Western Pacific
836,Guangdong,China,23.3417,113.4244,2020-01-25,78,0,2,76,Western Pacific
837,Guangxi,China,23.8298,108.7881,2020-01-25,23,0,0,23,Western Pacific
838,Guizhou,China,26.8154,106.8748,2020-01-25,4,0,0,4,Western Pacific
839,Hainan,China,19.1959,109.7453,2020-01-25,19,0,0,19,Western Pacific
840,Hebei,China,39.549,116.1306,2020-01-25,8,1,0,7,Western Pacific
841,Heilongjiang,China,47.862,127.7615,2020-01-25,9,1,0,8,Western Pacific
842,Henan,China,37.8957,114.9042,2020-01-25,32,0,0,32,Western Pacific
843,Hong Kong,China,22.3,114.2,2020-01-25,5,0,0,5,Western Pacific
844,Hubei,China,30.9756,112.2707,2020-01-25,761,40,32,689,Western Pacific
845,Hunan,China,27.6104,111.7088,2020-01-25,43,0,0,43,Western Pacific
846,Inner Mongolia,China,44.0935,113.9448,2020-01-25,7,0,0,7,Western Pacific
847,Jiangsu,China,32.9711,119.455,2020-01-25,18,0,1,17,Western Pacific
848,Jiangxi,China,27.614,115.7221,2020-01-25,18,0,0,18,Western Pacific
849,Jilin,China,43.6661,126.1923,2020-01-25,4,0,0,4,Western Pacific
850,Liaoning,China,41.2956,122.6085,2020-01-25,17,0,0,17,Western Pacific
851,Macau,China,22.1667,113.55,2020-01-25,2,0,0,2,Western Pacific
852,Ningxia,China,37.2692,106.1655,2020-01-25,3,0,0,3,Western Pacific
853,Qinghai,China,35.7452,95.9956,2020-01-25,1,0,0,1,Western Pacific
854,Shaanxi,China,35.1917,108.8701,2020-01-25,15,0,0,15,Western Pacific
855,Shandong,China,36.3427,118.1498,2020-01-25,27,0,0,27,Western Pacific
856,Shanghai,China,31.202,121.4491,2020-01-25,33,0,1,32,Western Pacific
857,Shanxi,China,37.5777,112.2922,2020-01-25,6,0,0,6,Western Pacific
858,Sichuan,China,30.6171,102.7103,2020-01-25,28,0,0,28,Western Pacific
859,Tianjin,China,39.3054,117.323,2020-01-25,10,0,0,10,Western Pacific
860,Tibet,China,31.6927,88.0924,2020-01-25,0,0,0,0,Western Pacific
861,Xinjiang,China,41.1129,85.2401,2020-01-25,3,0,0,3,Western Pacific
862,Yunnan,China,24.974,101.487,2020-01-25,11,0,0,11,Western Pacific
863,Zhejiang,China,29.1832,120.0934,2020-01-25,62,0,1,61,Western Pacific
873,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-25,0,0,0,0,Europe
874,Greenland,Greenland,71.7069,-42.6043,2020-01-25,0,0,0,0,Europe
888,French Guiana,France,3.9339,-53.1258,2020-01-25,0,0,0,0,Europe
889,French Polynesia,France,-17.6797,149.4068,2020-01-25,0,0,0,0,Europe
890,Guadeloupe,France,16.265,-61.551,2020-01-25,0,0,0,0,Europe
891,Mayotte,France,-12.8275,45.166244,2020-01-25,0,0,0,0,Europe
892,New Caledonia,France,-20.904305,165.618042,2020-01-25,0,0,0,0,Europe
893,Reunion,France,-21.1151,55.5364,2020-01-25,0,0,0,0,Europe
894,Saint Barthelemy,France,17.9,-62.8333,2020-01-25,0,0,0,0,Europe
895,St Martin,France,18.0708,-63.0501,2020-01-25,0,0,0,0,Europe
896,Martinique,France,14.6415,-61.0242,2020-01-25,0,0,0,0,Europe
947,Aruba,Netherlands,12.5211,-69.9683,2020-01-25,0,0,0,0,Europe
948,Curacao,Netherlands,12.1696,-68.99,2020-01-25,0,0,0,0,Europe
949,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-25,0,0,0,0,Europe
998,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-25,0,0,0,0,Europe
999,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-25,0,0,0,0,Europe
1000,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-25,0,0,0,0,Europe
1001,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-25,0,0,0,0,Europe
1002,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-25,0,0,0,0,Europe
1003,Montserrat,United Kingdom,16.742498,-62.187366,2020-01-25,0,0,0,0,Europe
1024,Northwest Territories,Canada,64.8255,-124.8457,2020-01-25,0,0,0,0,Americas
1025,Yukon,Canada,64.2823,-135.0,2020-01-25,0,0,0,0,Americas
1028,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-25,0,0,0,0,Europe
1029,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-25,0,0,0,0,Europe
1030,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-25,0,0,0,0,Europe
1035,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-25,0,0,0,0,Europe
1036,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-25,0,0,0,0,Europe
1052,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-26,0,0,0,0,Western Pacific
1053,New South Wales,Australia,-33.8688,151.2093,2020-01-26,3,0,0,3,Western Pacific
1054,Northern Territory,Australia,-12.4634,130.8456,2020-01-26,0,0,0,0,Western Pacific
1055,Queensland,Australia,-27.4698,153.0251,2020-01-26,0,0,0,0,Western Pacific
1056,South Australia,Australia,-34.9285,138.6007,2020-01-26,0,0,0,0,Western Pacific
1057,Tasmania,Australia,-42.8821,147.3272,2020-01-26,0,0,0,0,Western Pacific
1058,Victoria,Australia,-37.8136,144.9631,2020-01-26,1,0,0,1,Western Pacific
1059,Western Australia,Australia,-31.9505,115.8605,2020-01-26,0,0,0,0,Western Pacific
1079,Alberta,Canada,53.9333,-116.5765,2020-01-26,0,0,0,0,Americas
1080,British Columbia,Canada,53.7267,-127.6476,2020-01-26,0,0,0,0,Americas
1081,Manitoba,Canada,53.7609,-98.8139,2020-01-26,0,0,0,0,Americas
1082,New Brunswick,Canada,46.5653,-66.4619,2020-01-26,0,0,0,0,Americas
